OID_,FID_BEC_PEM_Columbia,FID_BEC_ROI,FTRCLSSSK,ZONE,SUBZONE,VARIANT,PHASE,NTRLDSTRBN,MAP_LABEL,BGC_LABEL,ZONE_NAME,SBZNNM,VRNTNM,PHASE_NAME,NTRLDSTRB1,AREA_SQM,FEAT_LEN,FEAT_AREA,FTRLNGTH,OBJECTID,FID_PEM_fire_group,fire_group,BEC_PEM,FID_HFP_Columbia,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID_12,AREA_SQM_1,FEAT_LEN_1,Shape_Length,Shape_Area,Calculate_Size_Ha
206,174,742,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,234726229.163300007581711,729901.944999999948777,234726229.000000000000000,729902.000000000000000,5117381.000000000000000,6,warm,ESSFdk2warm,66,N00059,0.000000000000000,1956,Person,1956-N00059,277.800000000000011,mylars, ,20070517130637,19560610,digitised,JA70003000,0.000000000000000,1767167.000000000000000,2778250.523599999956787,8339.415600000000268,871.342988538699842,33938.114362723747035,3.393811436272375
207,174,742,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,234726229.163300007581711,729901.944999999948777,234726229.000000000000000,729902.000000000000000,5117381.000000000000000,6,warm,ESSFdk2warm,69,N00195,0.000000000000000,1959,Person,1959-N00195,383.899999999999977,mylars, ,20070517130635,19590803,digitised,JA70003000,0.000000000000000,1767831.000000000000000,3839469.533100000116974,10575.590700000000652,24836.084333586728462,1500818.236290499567986,150.081823629049950
208,174,742,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,234726229.163300007581711,729901.944999999948777,234726229.000000000000000,729902.000000000000000,5117381.000000000000000,6,warm,ESSFdk2warm,80,N20058,0.000000000000000,1985,Lightning,1985-N20058,69.900000000000006,mylars, ,20070517130643,19850710,digitised,JA70003000,0.000000000000000,1771694.000000000000000,699239.819800000055693,3329.083900000000085,3233.855280932355981,161940.524571608548285,16.194052457160854
209,175,742,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,234726229.163300007581711,729901.944999999948777,234726229.000000000000000,729902.000000000000000,5117381.000000000000000,7,warm,ESSFdk2warm,1,86,0.000000000000000,1919,Person,1919-86,71.599999999999994,linens, ,20070517130616,19190722,digitised,JA70003000,0.000000000000000,1756281.000000000000000,716508.471200000029057,4020.666400000000067,993.797436163284715,47064.638870439288439,4.706463887043929
210,175,742,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,234726229.163300007581711,729901.944999999948777,234726229.000000000000000,729902.000000000000000,5117381.000000000000000,7,warm,ESSFdk2warm,6,77,0.000000000000000,1920,Person,1920-77,1185.500000000000000,linens, ,20070517130618,19200809,digitised,JA70003000,0.000000000000000,1756593.000000000000000,11854996.155799999833107,13762.754600000000210,1133.238988582908405,41753.956830756374984,4.175395683075638
211,175,742,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,234726229.163300007581711,729901.944999999948777,234726229.000000000000000,729902.000000000000000,5117381.000000000000000,7,warm,ESSFdk2warm,9,31,0.000000000000000,1921,Person,1921-31,83.799999999999997,linens, ,20070517130616,19210604,digitised,JA70003000,0.000000000000000,1756712.000000000000000,838341.821099999942817,4896.405099999999948,1764.063003841244381,105559.618717326506157,10.555961871732650
212,175,742,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,234726229.163300007581711,729901.944999999948777,234726229.000000000000000,729902.000000000000000,5117381.000000000000000,7,warm,ESSFdk2warm,12,129,0.000000000000000,1923,Person,1923-129,214.099999999999994,linens, ,20070517130616,19230930,digitised,JA70003000,0.000000000000000,1757607.000000000000000,2140996.381200000178069,6989.002700000000004,9924.937304329028848,1217950.113371764076874,121.795011337176419
213,175,742,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,234726229.163300007581711,729901.944999999948777,234726229.000000000000000,729902.000000000000000,5117381.000000000000000,7,warm,ESSFdk2warm,23,653,0.000000000000000,1929,Lightning,1929-653,46.799999999999997,linens, ,20070517130618,19290807,digitised,JA70003000,0.000000000000000,1760151.000000000000000,468251.458299999998417,2604.775799999999890,1667.050108005151287,161059.852269850467565,16.105985226985048
214,175,742,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,234726229.163300007581711,729901.944999999948777,234726229.000000000000000,729902.000000000000000,5117381.000000000000000,7,warm,ESSFdk2warm,24,394,0.000000000000000,1929,Lightning,1929-394,3233.199999999999818,linens, ,20070517130618,19290718,digitised,JA70003000,0.000000000000000,1760047.000000000000000,32332027.191500000655651,26946.932400000001508,46464.167122027196456,3159856.692187027074397,315.985669218702697
215,175,742,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,234726229.163300007581711,729901.944999999948777,234726229.000000000000000,729902.000000000000000,5117381.000000000000000,7,warm,ESSFdk2warm,42,455,0.000000000000000,1934,Lightning,1934-455,284.399999999999977,linens, ,20070517130600,19340820,digitised,JA70003000,0.000000000000000,1762476.000000000000000,2844458.651200000196695,9592.113699999999881,10829.274576785583122,701195.158545340178534,70.119515854534015
216,175,742,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,234726229.163300007581711,729901.944999999948777,234726229.000000000000000,729902.000000000000000,5117381.000000000000000,7,warm,ESSFdk2warm,43,286,0.000000000000000,1934,Lightning,1934-286,1713.900000000000091,linens, ,20070517130600,19340728,digitised,JA70003000,0.000000000000000,1762282.000000000000000,17139265.911299999803305,19289.628899999999703,50259.911542877642205,4728501.047149555757642,472.850104714955592
217,175,742,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,234726229.163300007581711,729901.944999999948777,234726229.000000000000000,729902.000000000000000,5117381.000000000000000,7,warm,ESSFdk2warm,49,134a,0.000000000000000,1938,Lightning,1938-134a,100.500000000000000,linens, ,20070517130647,19380717,digitised,JA70003000,0.000000000000000,1763457.000000000000000,1005859.732700000051409,4854.887099999999919,2470.725059655911082,48628.682610821633716,4.862868261082164
218,175,742,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,234726229.163300007581711,729901.944999999948777,234726229.000000000000000,729902.000000000000000,5117381.000000000000000,7,warm,ESSFdk2warm,54,287a,0.000000000000000,1939,Lightning,1939-287a,8542.100000000000364,linens, ,20070517130600,19390727,digitised,JA70003000,0.000000000000000,1764219.000000000000000,85421297.931500002741814,49605.040600000000268,264113.218553006998263,16240057.997326582670212,1624.005799732658261
219,175,742,435.000000000000000,ESSF,dk,2, ,NDT3,ESSFdk2,ESSFdk 2,Engelmann Spruce -- Subalpine Fir,Dry Cool,Columbia, ,Ecosystems with frequent stand-initiating events,234726229.163300007581711,729901.944999999948777,234726229.000000000000000,729902.000000000000000,5117381.000000000000000,7,warm,ESSFdk2warm,90,N20751,0.000000000000000,2003,Lightning,2003-N20751,94.299999999999997,LANDSAT5, ,20070517150823,20030820,digitized,JA70003000,0.000000000000000,1773465.000000000000000,943137.785799999954179,4321.285899999999856,5223.830219760834552,375017.423693484393880,37.501742369348442
220,182,749,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,3690000.000000000000000,24700.000000000000000,3690000.000000000000000,24700.000000000000000,5117775.000000000000000,3,cool,ESSFdkwcool,12,129,0.000000000000000,1923,Person,1923-129,214.099999999999994,linens, ,20070517130616,19230930,digitised,JA70003000,0.000000000000000,1757607.000000000000000,2140996.381200000178069,6989.002700000000004,1589.078960570271420,85126.494470035337145,8.512649447003534
221,183,749,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,3690000.000000000000000,24700.000000000000000,3690000.000000000000000,24700.000000000000000,5117775.000000000000000,5,cool,ESSFdkwcool,12,129,0.000000000000000,1923,Person,1923-129,214.099999999999994,linens, ,20070517130616,19230930,digitised,JA70003000,0.000000000000000,1757607.000000000000000,2140996.381200000178069,6989.002700000000004,157.591566472311939,1507.650801967790585,0.150765080196779
222,184,749,435.000000000000000,ESSF,dkw, , ,NDT3,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland, , ,Ecosystems with frequent stand-initiating events,3690000.000000000000000,24700.000000000000000,3690000.000000000000000,24700.000000000000000,5117775.000000000000000,7,warm,ESSFdkwwarm,12,129,0.000000000000000,1923,Person,1923-129,214.099999999999994,linens, ,20070517130616,19230930,digitised,JA70003000,0.000000000000000,1757607.000000000000000,2140996.381200000178069,6989.002700000000004,426.758207971171828,4620.194313316912485,0.462019431331691
223,189,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,3,cool,MSdkcool,9,31,0.000000000000000,1921,Person,1921-31,83.799999999999997,linens, ,20070517130616,19210604,digitised,JA70003000,0.000000000000000,1756712.000000000000000,838341.821099999942817,4896.405099999999948,4060.676282931732658,658171.160641634720378,65.817116064163471
224,189,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,3,cool,MSdkcool,12,129,0.000000000000000,1923,Person,1923-129,214.099999999999994,linens, ,20070517130616,19230930,digitised,JA70003000,0.000000000000000,1757607.000000000000000,2140996.381200000178069,6989.002700000000004,7187.077681050076535,647185.956515406956896,64.718595651540696
225,189,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,3,cool,MSdkcool,16,38,0.000000000000000,1924,Person,1924-38,432.699999999999989,linens, ,20070517130616,19240504,digitised,JA70003000,0.000000000000000,1758212.000000000000000,4327825.402999999932945,9638.841700000000856,8868.880964699194010,3098734.334824746940285,309.873433482474695
226,189,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,3,cool,MSdkcool,17,646,0.000000000000000,1925,Lightning,1925-646,3040.000000000000000,linens, ,20070517130616,19250729,digitised,JA70003000,0.000000000000000,1758905.000000000000000,30400097.940900001674891,22019.314999999998690,24149.293934861536400,6255271.785213929601014,625.527178521393012
227,189,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,3,cool,MSdkcool,19,305,0.000000000000000,1928,Lightning,1928-305,85.299999999999997,linens, ,20070517130618,19280810,digitised,JA70003000,0.000000000000000,1759794.000000000000000,853963.132199999992736,3887.349299999999857,5492.334124434953992,640990.479499339940958,64.099047949934004
228,189,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,3,cool,MSdkcool,23,653,0.000000000000000,1929,Lightning,1929-653,46.799999999999997,linens, ,20070517130618,19290807,digitised,JA70003000,0.000000000000000,1760151.000000000000000,468251.458299999998417,2604.775799999999890,2574.591354169992883,302222.555852368939668,30.222255585236894
229,189,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,3,cool,MSdkcool,24,394,0.000000000000000,1929,Lightning,1929-394,3233.199999999999818,linens, ,20070517130618,19290718,digitised,JA70003000,0.000000000000000,1760047.000000000000000,32332027.191500000655651,26946.932400000001508,37052.651977660883858,7541283.421967507340014,754.128342196750737
230,189,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,3,cool,MSdkcool,42,455,0.000000000000000,1934,Lightning,1934-455,284.399999999999977,linens, ,20070517130600,19340820,digitised,JA70003000,0.000000000000000,1762476.000000000000000,2844458.651200000196695,9592.113699999999881,14904.179117987343488,1412859.917741256766021,141.285991774125677
231,189,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,3,cool,MSdkcool,43,286,0.000000000000000,1934,Lightning,1934-286,1713.900000000000091,linens, ,20070517130600,19340728,digitised,JA70003000,0.000000000000000,1762282.000000000000000,17139265.911299999803305,19289.628899999999703,21319.591781351926329,2663473.758604229893535,266.347375860423028
232,189,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,3,cool,MSdkcool,44,286,0.000000000000000,1934,Lightning,1934-286,5440.699999999999818,linens, ,20070517130600,19340728,digitised,JA70003000,0.000000000000000,1762283.000000000000000,54407103.809000000357628,40393.784599999999045,6782.483331042885766,2187354.572957282420248,218.735457295728253
233,189,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,3,cool,MSdkcool,46,295,0.000000000000000,1934,Lightning,1934-295,14.500000000000000,linens, ,20070517130600,19340728,digitised,JA70003000,0.000000000000000,1762296.000000000000000,145850.895599999988917,1688.101699999999937,1518.592159548751397,129664.403911517045344,12.966440391151705
234,189,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,3,cool,MSdkcool,54,287a,0.000000000000000,1939,Lightning,1939-287a,8542.100000000000364,linens, ,20070517130600,19390727,digitised,JA70003000,0.000000000000000,1764219.000000000000000,85421297.931500002741814,49605.040600000000268,17004.849540494044049,1856289.717898504575714,185.628971789850453
235,189,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,3,cool,MSdkcool,58,207,0.000000000000000,1945,Lightning,1945-207,24.500000000000000,linens, ,20070517130606,19450803,digitised,JA70003000,0.000000000000000,1765506.000000000000000,245650.880700000008801,2122.079600000000028,1326.918569521191102,50372.613299389027816,5.037261329938903
236,189,940,435.000000000000000,MS,dk, , ,NDT3,MSdk,MS  dk,Montane Spruce,Dry Cool, , ,Ecosystems with frequent stand-initiating events,2158435479.868599891662598,2412945.209600000176579,2158435481.000000000000000,2412945.000000000000000,5125159.000000000000000,3,cool,MSdkcool,66,N00059,0.000000000000000,1956,Person,1956-N00059,277.800000000000011,mylars, ,20070517130637,19560610,digitised,JA70003000,0.000000000000000,1767167.000000000000000,2778250.523599999956787,8339.415600000000268,1441.983340260761224,10731.061197172612083,1.073106119717261
